id,fecha_movimiento,count_items,CATEGORY,tipo,COD,NUM,DET,costo_unitario,pvp_unitario,costo_total,pvp_total,utilidad_total,proveedor
3819,2023-03-20,1,plata,aretes,AR,285,,0.5,3.0,0.5,3.0,2.5,BODY JEWELZ
3820,2023-03-20,1,plata,aretes,AR,333,,18.9,37.9,18.9,37.9,19.0,ALINA PAZ
3821,2023-03-20,1,plata,pulseras,PPL,33,,6.48,18.25,6.48,18.25,11.77,ALPHA TRADING
3822,2023-03-20,1,plata,pulseras,PPL,34,,6.96,18.9,6.96,18.9,11.939999999999998,ALPHA TRADING
3823,2023-03-20,1,plata,pulseras,PPL,171,,27.4,68.5,27.4,68.5,41.1,SOLEDAD SAENZ
3824,2023-03-23,1,plata,anillos,AP,76,T8,15.96,45.0,15.96,45.0,29.04,CHINA
3825,2023-03-23,1,plata,anillos,AP,154,T6,4.8,21.6,4.8,21.6,16.8,ANDRES CADAVID
3826,2023-03-23,1,plata,aretes,AR,19,,2.52,10.75,2.52,10.75,8.23,LX USA
3827,2023-03-23,1,plata,aretes,AR,31,,6.25,17.4,6.25,17.4,11.149999999999999,FLAVIO JARA
3828,2023-03-23,1,plata,cadenas,CP,35,,3.08,11.75,3.08,11.75,8.67,SOLEDAD SAENZ
3829,2023-03-23,1,plata,cadenas,CP,61,,6.0,16.5,6.0,16.5,10.5,SOLEDAD SAENZ
3830,2023-03-23,1,plata,collares,CLP,62,,8.0,23.8,8.0,23.8,15.8,CIRKON
3831,2023-03-28,1,plata,anillos,AP,16,T6,4.0,16.0,4.0,16.0,12.0,SOLEDAD SAENZ
3832,2023-03-28,1,plata,aretes,AR,117,,4.08,12.75,4.08,12.75,8.67,XAVIER GUILLEN
3833,2023-03-28,1,plata,aretes,AR,232,,2.1,9.7,2.1,9.7,7.6,BODY JEWELZ
3834,2023-03-28,2,plata,pulseras,PV,9,,2.5,5.5,5.0,11.0,6.0,ZULENIS
3835,2023-03-31,1,plata,anillos,AP,152,T6,5.52,22.4,5.52,22.4,16.88,ANDRES CADAVID
3836,2023-03-31,1,plata,anillos,AP,154,T6,4.8,21.6,4.8,21.6,16.8,ANDRES CADAVID
3837,2023-03-31,1,plata,aretes,AR,112,,5.25,16.4,5.25,16.4,11.149999999999999,ANDRES CADAVID
3838,2023-03-31,1,plata,aretes,AR,264,,7.208,19.7,7.208,19.7,12.491999999999999,MILANUS USA
3839,2023-03-31,1,plata,pulseras,PPL,172,,13.6,33.8,13.6,33.8,20.199999999999996,SOLEDAD SAENZ
3840,2023-03-31,1,plata,cadenas,CP,11,,8.48,21.4,8.48,21.4,12.919999999999998,MIAMI
3841,2023-03-31,1,plata,cadenas,CP,106,,25.3,52.8,25.3,52.8,27.499999999999996,VOGA
3842,2023-03-31,1,plata,collares,CLP,68,,5.46,18.7,5.46,18.7,13.239999999999998,SOLEDAD SAENZ
3843,2023-03-31,1,plata,pulseras,PV,18,,3.0,9.5,3.0,9.5,6.5,ZULENIS
3844,2023-04-01,1,plata,anillos,AP,151,T5,4.08,19.25,4.08,19.25,15.17,ANDRES CADAVID
3845,2023-04-01,2,plata,aretes,AR,1,,1.2,7.8,2.4,15.6,13.2,SOLEDAD SAENZ
3846,2023-04-01,1,plata,aretes,AR,2,,1.2,8.7,1.2,8.7,7.499999999999999,CIRKON
3847,2023-04-01,1,plata,aretes,AR,49,,7.0,19.75,7.0,19.75,12.75,SOLEDAD SAENZ
3848,2023-04-01,1,plata,aretes,AR,88,,3.3,13.5,3.3,13.5,10.2,ALPHA TRADING
3849,2023-04-01,1,plata,aretes,AR,294,,8.0,19.8,8.0,19.8,11.8,LX USA
3850,2023-04-01,1,plata,aretes,AR,345,,7.2,19.85,7.2,19.85,12.650000000000002,ANDRES CADAVID
3851,2023-04-01,1,plata,aretes,AR,361,,19.2,45.7,19.2,45.7,26.500000000000004,CHINA
3852,2023-04-01,2,plata,aretes,AR,380,,0.6,3.8,1.2,7.6,6.3999999999999995,CIRKON
3853,2023-04-01,1,plata,juegos,JP,53,,11.55,32.8,11.55,32.8,21.249999999999996,LX USA
3854,2023-04-01,1,plata,dijes,DP,91,,5.88,17.5,5.88,17.5,11.620000000000001,XAVIER GUILLEN
3855,2023-04-04,1,plata,anillos,AP,151,T6,4.5,19.25,4.5,19.25,14.75,ANDRES CADAVID
3856,2023-04-04,1,plata,anillos,AP,152,T6,5.52,22.4,5.52,22.4,16.88,ANDRES CADAVID
3857,2023-04-04,1,plata,aretes,AR,1,,1.2,7.8,1.2,7.8,6.6,SOLEDAD SAENZ
3858,2023-04-04,1,plata,aretes,AR,14,,4.9,14.25,4.9,14.25,9.35,LX USA
3859,2023-04-04,1,plata,aretes,AR,53,,7.4,22.7,7.4,22.7,15.299999999999999,CIRKON
3860,2023-04-04,1,plata,aretes,AR,247,,4.2,13.9,4.2,13.9,9.7,XAVIER GUILLEN
3861,2023-04-04,1,plata,juegos,JP,121,,11.04,27.9,11.04,27.9,16.86,VOGA
3862,2023-04-04,1,plata,cadenas,CP,80,,4.62,15.5,4.62,15.5,10.879999999999999,VOGA
3863,2023-04-12,1,plata,anillos,AP,207,T6,14.74,38.9,14.74,38.9,24.159999999999997,VOGA
3864,2023-04-12,1,plata,aretes,AR,13,,3.0,12.4,3.0,12.4,9.4,SOLEDAD SAENZ
3865,2023-04-12,1,plata,aretes,AR,47,,5.28,16.75,5.28,16.75,11.469999999999999,SOLEDAD SAENZ
3866,2023-04-12,1,plata,aretes,AR,57,,5.25,16.7,5.25,16.7,11.45,ALEX CASTRO
3867,2023-04-12,1,plata,aretes,AR,67,,6.0,22.9,6.0,22.9,16.9,SOLEDAD SAENZ
3868,2023-04-12,1,plata,aretes,AR,91,,3.5,14.6,3.5,14.6,11.1,ANDRES CADAVID
3869,2023-04-12,1,plata,aretes,AR,229,,6.0,16.8,6.0,16.8,10.8,CIRKON
3870,2023-04-12,1,plata,aretes,AR,425,,22.5,56.8,22.5,56.8,34.3,CIRKON
3871,2023-04-12,1,plata,pulseras,PPL,80,,10.08,25.7,10.08,25.7,15.62,CIRKON
3872,2023-04-12,1,plata,dijes,DP,352,,10.08,23.8,10.08,23.8,13.72,CIRKON
3873,2023-04-12,1,plata,cadenas,CP,47,,5.28,14.9,5.28,14.9,9.620000000000001,SOLEDAD SAENZ
3874,2023-04-12,2,plata,cadenas,CP,65,,7.44,17.8,14.88,35.6,20.72,SOLEDAD SAENZ
3875,2023-04-12,1,plata,cadenas,CP,117,,2.89,12.9,2.89,12.9,10.01,FERNANDO JARA
3876,2023-04-12,2,plata,pulseras,PV,15,,3.0,7.5,6.0,15.0,9.0,ZULENIS
3877,2023-04-12,2,plata,pulseras,PV,49,,1.5,4.5,3.0,9.0,6.0,VOGA
3878,2023-04-13,1,plata,aretes,AR,401,,1.68,9.8,1.68,9.8,8.120000000000001,LX USA
3879,2023-04-13,1,plata,pulseras,PV,2,,3.0,6.5,3.0,6.5,3.5,ZULENIS
3880,2023-04-15,1,plata,anillos,AP,152,T6,5.52,22.4,5.52,22.4,16.88,ANDRES CADAVID
3881,2023-04-15,1,plata,anillos,AP,152,T7,5.52,22.4,5.52,22.4,16.88,ANDRES CADAVID
3882,2023-04-15,1,plata,pulseras,PV,14,,3.0,7.5,3.0,7.5,4.5,ZULENIS
3883,2023-04-18,1,plata,anillos,AP,159,T4,4.5,18.5,4.5,18.5,14.0,CIRKON
3884,2023-04-18,1,plata,aretes,AR,41,,6.25,18.7,6.25,18.7,12.45,FLAVIO JARA
3885,2023-04-18,1,plata,aretes,AR,136,,7.68,19.8,7.68,19.8,12.120000000000001,ALINA PAZ
3886,2023-04-18,1,plata,aretes,AR,191,,4.6,16.4,4.6,16.4,11.799999999999999,ANDRES CADAVID
3887,2023-04-18,1,plata,aretes,AR,287,,12.8,34.75,12.8,34.75,21.95,LX USA
3888,2023-04-18,1,plata,aretes,AR,401,,1.68,9.8,1.68,9.8,8.120000000000001,LX USA
3889,2023-04-18,1,plata,pulseras,PV,9,,2.5,5.5,2.5,5.5,3.0,ZULENIS
3890,2023-04-18,1,plata,pulseras,PV,51,,3.0,8.5,3.0,8.5,5.5,VOGA
3891,2023-04-21,1,plata,anillos,AP,180,T7,4.5,18.7,4.5,18.7,14.2,CIRKON
3892,2023-04-21,1,plata,aretes,AR,100,,11.1,7.8,11.1,7.8,-3.3,CIRKON
3893,2023-04-21,1,plata,aretes,AR,128,,3.75,16.25,3.75,16.25,12.5,ANDRES CADAVID
3894,2023-04-21,1,plata,aretes,AR,232,,2.1,9.7,2.1,9.7,7.6,BODY JEWELZ
3895,2023-04-21,1,plata,aretes,AR,257,,4.4,17.6,4.4,17.6,13.200000000000001,MILANUS USA
3896,2023-04-21,1,plata,aretes,AR,267,,3.3,15.7,3.3,15.7,12.399999999999999,MILANUS USA
3897,2023-04-21,1,plata,aretes,AR,380,,0.6,3.8,0.6,3.8,3.1999999999999997,CIRKON
3898,2023-04-21,1,plata,aretes,AR,385,,1.8,10.9,1.8,10.9,9.1,ALEX CASTRO
3899,2023-04-21,1,plata,pulseras,PPL,154,,7.44,24.6,7.44,24.6,17.16,ANDRES CADAVID
3900,2023-04-21,4,plata,dijes,DP,1,,4.2,14.5,16.8,58.0,41.2,XAVIER GUILLEN
3901,2023-04-21,4,plata,dijes,DP,72,,1.76,2.8,7.04,11.2,4.159999999999999,ALPHA TRADING
3902,2023-04-21,4,plata,dijes,DP,91,,5.88,17.5,23.52,70.0,46.480000000000004,XAVIER GUILLEN
3903,2023-04-21,1,plata,dijes,DP,503,,4.5,14.9,4.5,14.9,10.4,CIRKON
3904,2023-04-21,2,plata,cadenas,CP,55,,5.76,14.9,11.52,29.8,18.28,SOLEDAD SAENZ
3905,2023-04-21,10,plata,cadenas,CP,79,,3.74,15.4,37.400000000000006,154.0,116.6,VOGA
3906,2023-04-21,1,plata,cadenas,CP,103,,21.6,52.5,21.6,52.5,30.9,VOGA
3907,2023-04-21,1,plata,collares,CLP,38,,10.8,27.8,10.8,27.8,17.0,SOLEDAD SAENZ
3908,2023-04-25,1,plata,aretes,AR,40,,5.0,16.7,5.0,16.7,11.7,CIRKON
3909,2023-04-25,1,plata,aretes,AR,60,,9.24,25.4,9.24,25.4,16.159999999999997,VOGA
3910,2023-04-25,1,plata,aretes,AR,112,,5.25,16.4,5.25,16.4,11.149999999999999,ANDRES CADAVID
3911,2023-04-25,2,plata,aretes,AR,408,,17.0,37.8,34.0,75.6,41.599999999999994,CIRKON
3912,2023-04-25,1,plata,juegos,JP,110,,10.26,26.8,10.26,26.8,16.54,VOGA
3913,2023-04-25,1,plata,pulseras,PPL,181,,13.2,35.7,13.2,35.7,22.500000000000004,ALINA PAZ
3914,2023-04-25,1,plata,dijes,DP,210,,5.5,16.8,5.5,16.8,11.3,ALPHA TRADING
3915,2023-04-25,1,plata,dijes,DP,263,,5.28,16.8,5.28,16.8,11.52,CIRKON
3916,2023-04-25,1,plata,dijes,DP,489,,8.5,25.6,8.5,25.6,17.1,SOLEDAD SAENZ
3917,2023-04-25,1,plata,cadenas,CP,77,,7.2,16.9,7.2,16.9,9.7,VOGA
3918,2023-04-25,1,plata,collares,CLP,28,,8.4,23.9,8.4,23.9,15.499999999999998,VOGA
3919,2023-04-25,1,plata,collares,CLP,36,,8.64,25.4,8.64,25.4,16.759999999999998,SOLEDAD SAENZ
3920,2023-04-25,2,plata,pulseras,PV,5,,1.5,3.5,3.0,7.0,4.0,ZULENIS
3921,2023-04-29,1,plata,aretes,AR,384,,6.25,18.75,6.25,18.75,12.5,ALEX CASTRO
3922,2023-04-29,1,plata,aretes,AR,406,,10.0,25.7,10.0,25.7,15.7,CIRKON
3923,2023-04-29,1,plata,juegos,JP,78,,12.5,35.8,12.5,35.8,23.299999999999997,CIRKON
3924,2023-04-29,1,plata,dijes,DP,519,,2.2,12.8,2.2,12.8,10.600000000000001,CIRKON
3925,2023-04-29,1,plata,cadenas,CP,29,,3.6,12.8,3.6,12.8,9.200000000000001,ANDRES CADAVID
3926,2023-05-02,1,plata,aretes,AR,13,,3.0,12.4,3.0,12.4,9.4,SOLEDAD SAENZ
3927,2023-05-02,1,plata,aretes,AR,40,,5.0,16.7,5.0,16.7,11.7,CIRKON
3928,2023-05-02,1,plata,aretes,AR,72,,7.5,24.9,7.5,24.9,17.4,CIRKON
3929,2023-05-02,1,plata,aretes,AR,253,,8.64,24.8,8.64,24.8,16.16,MILANUS USA
3930,2023-05-02,1,plata,aretes,AR,256,,11.44,27.5,11.44,27.5,16.060000000000002,MILANUS USA
3931,2023-05-02,1,plata,aretes,AR,272,,3.99,13.8,3.99,13.8,9.81,MILANUS USA
3932,2023-05-02,1,plata,aretes,AR,286,,1.5,3.0,1.5,3.0,1.5,BODY JEWELZ
3933,2023-05-02,1,plata,aretes,AR,346,,4.16,15.6,4.16,15.6,11.44,FLAVIO JARA
3934,2023-05-02,1,plata,aretes,AR,371,,9.6,25.7,9.6,25.7,16.1,SOLEDAD SAENZ
3935,2023-05-02,1,plata,cadenas,CP,94,,9.9,22.8,9.9,22.8,12.9,VOGA
3936,2023-05-02,1,plata,pulseras,PV,14,,3.0,7.5,3.0,7.5,4.5,ZULENIS
3937,2023-05-05,1,plata,aretes,AR,1,,1.2,7.8,1.2,7.8,6.6,SOLEDAD SAENZ
3938,2023-05-05,1,plata,aretes,AR,129,C,11.25,14.8,11.25,14.8,3.5500000000000007,CHINA
3939,2023-05-05,1,plata,aretes,AR,203,,11.52,24.9,11.52,24.9,13.379999999999999,USA
3940,2023-05-05,1,plata,aretes,AR,207,,4.0,13.9,4.0,13.9,9.9,USA
3941,2023-05-05,1,plata,aretes,AR,330,,7.68,22.5,7.68,22.5,14.82,LX USA
3942,2023-05-05,1,plata,aretes,AR,345,,7.2,19.85,7.2,19.85,12.650000000000002,ANDRES CADAVID
3943,2023-05-05,1,plata,juegos,JP,82,,16.75,42.6,16.75,42.6,25.85,CIRKON
3944,2023-05-05,2,plata,dijes,DP,77,,12.6,34.2,25.2,68.4,43.2,XAVIER GUILLEN
3945,2023-05-05,1,plata,dijes,DP,238,,6.46,16.4,6.46,16.4,9.939999999999998,CIRKON
3946,2023-05-05,1,plata,dijes,DP,443,,5.5,16.25,5.5,16.25,10.75,CIRKON
3947,2023-05-05,1,plata,cadenas,CP,70,,5.39,16.8,5.39,16.8,11.41,SOLEDAD SAENZ
3948,2023-05-05,1,plata,cadenas,CP,92,,9.46,21.8,9.46,21.8,12.34,VOGA
3949,2023-05-07,1,plata,aretes,AR,32,,15.6,25.9,15.6,25.9,10.299999999999999,FLAVIO JARA
3950,2023-05-07,1,plata,aretes,AR,112,,5.25,16.4,5.25,16.4,11.149999999999999,ANDRES CADAVID
3951,2023-05-07,1,plata,aretes,AR,252,,7.4,23.9,7.4,23.9,16.5,MILANUS USA
3952,2023-05-07,1,plata,aretes,AR,326,,36.52,78.0,36.52,78.0,41.48,LX USA
3953,2023-05-07,1,plata,aretes,AR,440,,5.4,22.8,5.4,22.8,17.4,ALPHA TRADING
3954,2023-05-07,1,plata,cadenas,CP,20,,3.6,11.5,3.6,11.5,7.9,VOGA
3955,2023-05-07,1,plata,collares,CLP,32,,5.94,19.7,5.94,19.7,13.759999999999998,SOLEDAD SAENZ
3956,2023-05-07,1,plata,pulseras,PV,52,,3.5,10.8,3.5,10.8,7.300000000000001,VOGA
3957,2023-05-09,1,plata,anillos,AP,153,T7,7.5,24.9,7.5,24.9,17.4,SOLEDAD SAENZ
3958,2023-05-09,1,plata,aretes,AR,41,,6.25,18.7,6.25,18.7,12.45,FLAVIO JARA
3959,2023-05-09,1,plata,aretes,AR,380,,0.6,3.8,0.6,3.8,3.1999999999999997,CIRKON
3960,2023-05-09,1,plata,juegos,JP,117,,11.25,27.8,11.25,27.8,16.55,VOGA
3961,2023-05-09,1,plata,dijes,DP,3,,8.4,22.8,8.4,22.8,14.4,XAVIER GUILLEN
3962,2023-05-09,2,plata,dijes,DP,104,,5.2,14.9,10.4,29.8,19.4,CIRKON
3963,2023-05-09,1,plata,dijes,DP,156,,3.78,13.8,3.78,13.8,10.020000000000001,CIRKON
3964,2023-05-09,1,plata,dijes,DP,534,,4.8,15.4,4.8,15.4,10.600000000000001,SOLEDAD SAENZ
3965,2023-05-09,1,plata,cadenas,CP,22,,4.32,12.7,4.32,12.7,8.379999999999999,VOGA
3966,2023-05-09,1,plata,cadenas,CP,55,,5.76,14.9,5.76,14.9,9.14,SOLEDAD SAENZ
3967,2023-05-09,1,plata,cadenas,CP,98,,12.32,28.75,12.32,28.75,16.43,VOGA
3968,2023-05-09,1,plata,pulseras,PV,5,,1.5,3.5,1.5,3.5,2.0,ZULENIS
3969,2023-05-10,1,plata,anillos,AP,72,T8.5,14.4,43.8,14.4,43.8,29.4,CHINA
3970,2023-05-10,1,plata,pulseras,PPL,48,,7.7,22.0,7.7,22.0,14.3,SOLEDAD SAENZ
3971,2023-05-10,1,plata,pulseras,PPL,165,,50.784,126.7,50.784,126.7,75.916,XAVIER GUILLEN
3972,2023-05-10,1,plata,pulseras,PV,51,,3.0,8.5,3.0,8.5,5.5,VOGA
3973,2023-05-19,2,plata,aretes,AR,140,,6.0,18.9,12.0,37.8,25.799999999999997,ALINA PAZ
3974,2023-05-19,1,plata,aretes,AR,192,,2.6,15.7,2.6,15.7,13.1,ANDRES CADAVID
3975,2023-05-19,1,plata,aretes,AR,344,,6.0,17.9,6.0,17.9,11.899999999999999,ANDRES CADAVID
3976,2023-05-19,1,plata,dijes,DP,117,,2.08,9.75,2.08,9.75,7.67,SEMPERTEGUI
3977,2023-05-25,1,plata,anillos,AP,187,T6,7.5,25.7,7.5,25.7,18.2,CIRKON
3978,2023-05-25,1,plata,aretes,AR,177,,1.2,4.5,1.2,4.5,3.3,P&K
3979,2023-05-25,1,plata,aretes,AR,403,,2.4,10.75,2.4,10.75,8.35,CIRKON
3980,2023-05-25,1,plata,dijes,DP,4,,11.9,28.75,11.9,28.75,16.85,XAVIER GUILLEN
3981,2023-05-25,2,plata,pulseras,PV,9,,2.5,5.5,5.0,11.0,6.0,ZULENIS
3982,2023-05-26,1,plata,aretes,AR,49,,7.0,19.75,7.0,19.75,12.75,SOLEDAD SAENZ
3983,2023-05-26,1,plata,aretes,AR,129,B,11.25,14.8,11.25,14.8,3.5500000000000007,CHINA
3984,2023-05-26,1,plata,aretes,AR,382,,3.0,12.8,3.0,12.8,9.8,ALEX CASTRO
3985,2023-05-26,1,plata,aretes,AR,420,,10.32,26.8,10.32,26.8,16.48,CIRKON
3986,2023-05-26,1,plata,pulseras,PPL,167,,9.6,24.0,9.6,24.0,14.4,ANDRES CADAVID
3987,2023-06-01,1,plata,aretes,AR,117,,4.08,12.75,4.08,12.75,8.67,XAVIER GUILLEN
3988,2023-06-01,1,plata,aretes,AR,164,,7.0,22.7,7.0,22.7,15.7,CIRKON
3989,2023-06-01,1,plata,aretes,AR,249,,6.4,20.75,6.4,20.75,14.35,MILANUS USA
3990,2023-06-01,1,plata,aretes,AR,450,,7.36,26.7,7.36,26.7,19.34,SOLEDAD SAENZ
3991,2023-06-01,1,plata,pulseras,PPL,5,,11.7,35.9,11.7,35.9,24.2,SOLEDAD SAENZ
3992,2023-06-01,1,plata,dijes,DP,492,,3.25,14.9,3.25,14.9,11.65,ALPHA TRADING
3993,2023-06-01,1,plata,dijes,DP,493,,3.91,15.6,3.91,15.6,11.69,ALPHA TRADING
3994,2023-06-01,1,plata,cadenas,CP,64,,5.28,16.5,5.28,16.5,11.219999999999999,SOLEDAD SAENZ
3995,2023-06-01,1,plata,pulseras,PV,26,,4.0,12.5,4.0,12.5,8.5,VOGA
3996,2023-06-02,1,plata,aretes,AR,169,,9.87,35.7,9.87,35.7,25.830000000000005,P&K
3997,2023-06-02,1,plata,aretes,AR,254,,7.2,24.8,7.2,24.8,17.6,MILANUS USA
3998,2023-06-02,1,plata,pulseras,PPL,52,,3.6,17.8,3.6,17.8,14.200000000000001,ALPHA TRADING
3999,2023-06-02,1,plata,dijes,DP,67,,7.5,25.8,7.5,25.8,18.3,CIRKON
4000,2023-06-02,1,plata,cadenas,CP,55,,5.76,14.9,5.76,14.9,9.14,SOLEDAD SAENZ
4001,2023-06-05,1,plata,anillos,AP,172,T7,7.2,28.7,7.2,28.7,21.5,VOGA
4002,2023-06-05,1,plata,aretes,AR,74,,6.0,24.8,6.0,24.8,18.8,SOLEDAD SAENZ
4003,2023-06-05,1,plata,aretes,AR,171,,11.025,27.9,11.025,27.9,16.875,P&K
4004,2023-06-05,1,plata,dijes,DP,68,,6.25,19.8,6.25,19.8,13.55,CIRKON
4005,2023-06-05,1,plata,dijes,DP,337,,5.5,22.5,5.5,22.5,17.0,CIRKON
4006,2023-06-05,1,plata,dijes,DP,383,,11.66,26.7,11.66,26.7,15.04,CIRKON
4007,2023-06-05,1,plata,dijes,DP,497,,6.6,18.25,6.6,18.25,11.65,CIRKON
4008,2023-06-05,1,plata,cadenas,CP,28,,3.6,13.5,3.6,13.5,9.9,ANDRES CADAVID
4009,2023-06-07,1,plata,aretes,AR,56,,9.0,24.9,9.0,24.9,15.899999999999999,ALEX CASTRO
4010,2023-06-07,1,plata,aretes,AR,252,,7.4,23.9,7.4,23.9,16.5,MILANUS USA
4011,2023-06-07,1,plata,aretes,AR,257,,4.4,17.6,4.4,17.6,13.200000000000001,MILANUS USA
4012,2023-06-07,1,plata,dijes,DP,206,,4.8,14.9,4.8,14.9,10.100000000000001,ALPHA TRADING
4013,2023-06-09,1,plata,anillos,AP,36,T9,13.3,45.8,13.3,45.8,32.5,SOLEDAD SAENZ
4014,2023-06-09,1,plata,anillos,AP,169,T8,8.0,25.8,8.0,25.8,17.8,SOLEDAD SAENZ
4015,2023-06-09,1,plata,anillos,AP,179,T8,7.0,22.0,7.0,22.0,15.0,CIRKON
4016,2023-06-09,2,plata,aretes,AR,401,,1.68,9.8,3.36,19.6,16.240000000000002,LX USA
4017,2023-06-09,1,plata,dijes,DP,36,,5.52,16.4,5.52,16.4,10.879999999999999,CIRKON
4018,2023-06-09,1,plata,dijes,DP,70,,0.9,7.8,0.9,7.8,6.8999999999999995,ALPHA TRADING
4019,2023-06-09,1,plata,cadenas,CP,24,,3.52,12.75,3.52,12.75,9.23,VOGA
4020,2023-06-19,1,plata,aretes,AR,161,,3.6,14.5,3.6,14.5,10.9,CIRKON
4021,2023-06-19,1,plata,aretes,AR,262,,7.26,22.7,7.26,22.7,15.44,MILANUS USA
4022,2023-06-19,1,plata,aretes,AR,344,,6.0,17.9,6.0,17.9,11.899999999999999,ANDRES CADAVID
4023,2023-06-19,1,plata,aretes,AR,364,,12.0,30.6,12.0,30.6,18.6,ANDRES CADAVID
4024,2023-06-19,1,plata,aretes,AR,374,,10.62,29.8,10.62,29.8,19.18,CIRKON
4025,2023-06-19,1,plata,pulseras,PPL,97,,12.72,28.9,12.72,28.9,16.18,VOGA
4026,2023-06-19,9,plata,pulseras,PV,18,,3.0,9.5,27.0,85.5,58.5,ZULENIS
4027,2023-06-19,7,plata,pulseras,PV,19,,3.5,10.5,24.5,73.5,49.0,VOGA
4028,2023-06-19,1,plata,pulseras,PV,20,,4.0,12.5,4.0,12.5,8.5,VOGA
4029,2023-06-20,1,plata,anillos,AP,65,T8,12.4,36.7,12.4,36.7,24.300000000000004,CHINA
4030,2023-06-20,1,plata,aretes,AR,257,,4.4,17.6,4.4,17.6,13.200000000000001,MILANUS USA
4031,2023-06-20,1,plata,juegos,JP,29,,7.74,29.75,7.74,29.75,22.009999999999998,ALPHA TRADING
4032,2023-06-20,1,plata,pulseras,PV,20,,4.0,12.5,4.0,12.5,8.5,VOGA
4033,2023-06-21,1,plata,aretes,AR,191,,4.6,16.4,4.6,16.4,11.799999999999999,ANDRES CADAVID
4034,2023-06-21,1,plata,aretes,AR,373,,13.14,38.7,13.14,38.7,25.560000000000002,CIRKON
4035,2023-06-21,1,plata,juegos,JP,34,,6.75,24.7,6.75,24.7,17.95,ALPHA TRADING
4036,2023-06-21,1,plata,dijes,DP,227,,3.3,14.7,3.3,14.7,11.399999999999999,CIRKON
4037,2023-06-21,1,plata,dijes,DP,266,,6.72,17.9,6.72,17.9,11.18,CIRKON
4038,2023-06-21,1,plata,cadenas,CP,49,,5.06,15.6,5.06,15.6,10.54,FERNANDO JARA
4039,2023-06-21,1,plata,pulseras,PV,4,,3.0,2.5,3.0,2.5,-0.5,ZULENIS
4040,2023-06-21,1,plata,pulseras,PV,13,,3.0,6.5,3.0,6.5,3.5,ZULENIS
4041,2023-06-24,1,plata,aretes,AR,12,,4.4,15.4,4.4,15.4,11.0,SOLEDAD SAENZ
4042,2023-06-24,1,plata,aretes,AR,19,,2.52,10.75,2.52,10.75,8.23,LX USA
4043,2023-06-24,1,plata,aretes,AR,251,,7.2,24.5,7.2,24.5,17.3,MILANUS USA
4044,2023-06-24,3,plata,aretes,AR,286,,1.5,3.0,4.5,9.0,4.5,BODY JEWELZ
4045,2023-06-24,1,plata,aretes,AR,335,,6.0,18.75,6.0,18.75,12.75,ALINA PAZ
4046,2023-06-24,1,plata,aretes,AR,344,,6.0,17.9,6.0,17.9,11.899999999999999,ANDRES CADAVID
4047,2023-06-24,1,plata,aretes,AR,380,,0.6,3.8,0.6,3.8,3.1999999999999997,CIRKON
4048,2023-06-24,1,plata,aretes,AR,447,,10.4,26.8,10.4,26.8,16.4,SOLEDAD SAENZ
4049,2023-06-24,1,plata,juegos,JP,112,,10.0,25.8,10.0,25.8,15.8,VOGA
4050,2023-06-24,1,plata,dijes,DP,96,,4.55,12.8,4.55,12.8,8.25,XAVIER GUILLEN
4051,2023-06-24,1,plata,dijes,DP,333,,4.86,19.8,4.86,19.8,14.940000000000001,CIRKON
4052,2023-06-24,1,plata,dijes,DP,470,,5.13,15.9,5.13,15.9,10.77,XAVIER GUILLEN
4053,2023-06-24,1,plata,cadenas,CP,9,,3.06,13.9,3.06,13.9,10.84,ANDRES CADAVID
4054,2023-06-24,1,plata,cadenas,CP,70,,5.39,16.8,5.39,16.8,11.41,SOLEDAD SAENZ
4055,2023-06-24,1,plata,cadenas,CP,117,,2.89,12.9,2.89,12.9,10.01,FERNANDO JARA
4056,2023-06-24,1,plata,cadenas,CP,133,,2.6,9.8,2.6,9.8,7.200000000000001,CIRKON
4057,2023-06-24,2,plata,pulseras,PV,3,,3.0,7.5,6.0,15.0,9.0,ZULENIS
4058,2023-06-24,4,plata,pulseras,PV,12,,3.0,6.5,12.0,26.0,14.0,ZULENIS
4059,2023-06-24,1,plata,pulseras,PV,15,,3.0,7.5,3.0,7.5,4.5,ZULENIS
4060,2023-06-26,1,plata,aretes,AR,56,,9.0,24.9,9.0,24.9,15.899999999999999,ALEX CASTRO
4061,2023-06-26,1,plata,aretes,AR,438,,5.04,24.8,5.04,24.8,19.76,ALPHA TRADING
4062,2023-06-26,1,plata,dijes,DP,97,,3.15,12.9,3.15,12.9,9.75,XAVIER GUILLEN
4063,2023-06-26,1,plata,cadenas,CP,36,,5.28,14.7,5.28,14.7,9.419999999999998,SOLEDAD SAENZ
4064,2023-07-04,1,plata,anillos,AP,62,T7.5,5.75,25.0,5.75,25.0,19.25,ALPHA TRADING
4065,2023-07-04,1,plata,aretes,AR,129,C,11.25,14.8,11.25,14.8,3.5500000000000007,CHINA
4066,2023-07-04,1,plata,aretes,AR,175,,1.0,3.0,1.0,3.0,2.0,P&K
4067,2023-07-04,1,plata,aretes,AR,239,,2.75,14.6,2.75,14.6,11.85,BODY JEWELZ
4068,2023-07-04,2,plata,aretes,AR,453,,8.8,26.4,17.6,52.8,35.199999999999996,SOLEDAD SAENZ
4069,2023-07-04,1,plata,aretes,AR,472,,10.0,26.7,10.0,26.7,16.7,ALINA PAZ
